"uid","pay","profit","round"
273124,6250,-44750,12
223154,125,-9630,8
223733,6250,-30750,15
273461,125,-9500,6
270032,125,-9625,6
267641,6250,23750,1
246882,6250,-32250,6
263986,6250,1500,5
228622,6250,35750,14
278100,6250,-12500,2
281782,6250,17750,4
271466,6250,-26750,13
206452,125,-9235,10
288734,6250,-82500,16
223161,6250,-18000,4
230708,6250,-6250,1
213421,6250,9750,16
238778,6250,-60250,16
287045,6250,-50250,16
279141,6250,-27500,18
274405,6250,72500,16
219800,6250,-29250,12
220100,6250,-9500,4
251168,1250,-45000,11
249300,6250,-40250,14
200869,6250,1750,6
278966,6250,-3500,8
263034,1250,-8750,3
264318,6250,-37500,6
223580,6250,-50750,14
261296,6250,-18750,8
220568,6250,16750,10
280401,6250,-11250,5
253732,6250,77250,16
240098,125,-9800,9
235496,6250,-35500,11
219089,6250,-21000,9
237560,6250,-27000,12
233046,6250,80750,15
234893,6250,43500,14
202440,6250,6750,6
238692,6250,-12750,11
204618,6250,-5500,12
218818,6250,-4750,1
278221,6250,7000,6
257386,6250,-45750,8
215697,6250,-25000,4
228620,6250,167750,15
279364,6250,-6250,1
295368,6250,-31750,16
295048,6250,-14750,13
222423,6250,-250,2
275322,6250,-40750,9
271330,6250,-30500,5
247438,6250,7500,13
235044,6250,-82250,18
208955,6250,-11500,14
272026,6250,-17500,3
224253,6250,-7250,12
202940,6250,-91000,16
230932,6250,-33250,10
210332,6250,-22250,7
214830,6250,-31250,5
291057,6250,-22500,16
252734,6250,-16500,6
240584,1250,-9500,9
247084,6250,-44750,11
291163,6250,-30000,5
245844,125,-9950,11
242254,6250,-25500,9
254481,6250,-6250,1
297760,1250,-8700,5
220688,6250,-39750,15
294336,6250,-18750,3
210330,6250,25750,6
236153,6250,21000,15
224337,6250,108750,12
270260,6250,-64000,15
253488,6250,-2000,16
209227,6250,-7000,2
212783,6250,54000,10
271606,6250,-43500,9
287627,6250,91000,3
222383,6250,-33000,6
264398,6250,-47500,11
225077,625,-9900,13
245326,6250,-49250,13
296556,6250,-3750,1
212063,6250,-32850,14
234633,6250,-8750,14
204455,6250,2250,12
242013,6250,-43500,9
244586,6250,-48750,8
244433,1250,-6000,2
232529,6250,-6250,1
264610,6250,-26250,8
257105,6250,-37500,6
236697,6250,-83500,15
202010,6250,-2500,9
203728,6250,-49250,10
212884,6250,-45250,11
240208,6250,-25000,4
296311,6250,-68250,14
270133,6250,-6250,1
215139,1250,-7070,16
205356,6250,-30000,10
273312,6250,-6000,8
248567,6250,16000,13
299448,6250,3000,4
270826,6250,-32750,13
232187,6250,-21750,15
283195,6250,154250,12
222017,6250,-16250,13
206835,6250,-13500,12
217391,6250,-19750,8
212132,6250,13250,7
220155,6250,35750,4
221447,6250,250,5
286489,6250,-1750,2
205820,6250,7500,2
215872,6250,-34750,14
241626,6250,-23750,5
217947,6250,-15250,4
207798,6250,13750,1
274356,125,-9660,12
271661,6250,-44000,13
291726,6250,-52500,12
262325,1250,-8150,6
200975,6250,-37750,7
252209,6250,17500,5
245987,6250,-28750,5
279176,6250,-25000,4
264512,6250,-3750,1
232099,6250,-11250,7
257033,6250,42500,3
211685,6250,-26750,13
250398,75,-9995,13
256005,6250,-17000,7
239604,6250,-43750,16
269898,1250,-7500,2
242524,6250,-58500,11
234250,6250,-41750,14
276418,6250,69750,8
239079,6250,-37500,6
200573,1250,-6625,12
211039,6250,17000,17
289940,6250,59500,4
290334,6250,-5000,1
233754,6250,36250,5
212400,6250,-54250,10
248753,6250,-20250,5
235801,6250,57000,3
220797,6250,-10750,3
241072,6250,-43250,10
238979,6250,17500,20
280320,6250,-12500,2
224846,6250,-24750,9
266568,6250,-13750,7
293877,6250,-2500,11
279834,1250,-9000,8
254802,6250,206250,16
272981,6250,-6250,1
231832,6250,-22750,4
282506,6250,-55500,10
296697,6250,-42250,15
225923,6250,-2500,4
278712,6250,-37500,8
287432,1250,-5750,13
209162,6250,-16500,3
270691,6250,-20250,4
229524,6250,43750,3
230458,6250,224250,10
231474,6250,-6250,1
243050,6250,17250,8
275284,6250,29750,6
278788,6250,-13000,3
209993,6250,-20750,10
299426,6250,-59250,14
212790,6250,158750,8
263364,6250,-42500,7
290743,6250,-42500,7
237367,1250,-42100,14
268516,6250,-83000,19
256242,6250,-74500,18
295457,6250,11750,11
226576,6250,37000,5
281411,6250,-18750,3
229624,6250,10250,8
200466,6250,21250,2
251408,6250,-7500,8
263661,6250,-7000,2
206596,6250,-22500,6
276746,6250,-55000,18
213647,125,-9955,12
270778,6250,-38750,8
211527,6250,-6050,4
204734,6250,-6250,1
261536,6250,-38750,8
228052,6250,58750,12
254909,6250,44250,17
297473,6250,-94250,16
290426,6250,-33250,6
271071,125,-49925,15
259165,6250,9000,9
270434,6250,-22250,10
229996,6250,-53500,9
205958,6250,-47750,14
233102,6250,-39750,15
238564,1250,-6400,9
209783,6250,-6250,1
245697,6250,-28500,13
229422,6250,-28750,8
221078,125,-49655,17
208237,6250,-19000,4
299178,6250,68250,15
254595,6250,-58500,16
224132,6250,-34500,11
265827,6250,-28500,11
251132,6250,-55000,12
235521,6250,-26750,10
201538,625,-9325,7
227342,6250,23500,6
284788,6250,208000,8
241641,6250,-29500,6
253930,6250,-34500,6
256521,6250,-4250,4
207768,6250,-2500,11
266613,1250,-5500,10
294532,6250,-12500,2
247611,6250,-26500,5
205930,6250,187500,16
284384,1250,-9050,8
265834,625,-9575,15
244930,6250,-76000,17
200598,6250,-39250,14
276904,6250,-16250,10
203769,6250,-30250,6
251923,6250,-56250,9
282499,6250,-12500,2
203413,1250,-6250,3
239806,6250,-37500,7
270070,6250,80750,8
235352,125,-9775,9
213541,6250,-5000,4
201032,1250,-7500,2
279107,1250,-7950,7
245231,125,-49575,15
202475,6250,-79500,17
285707,6250,-11000,2
280122,6250,-6250,1
249133,6250,-11750,2
228241,6250,-66250,16
214802,125,-49975,16
207379,625,-9175,13
215452,6250,-24500,15
224164,6250,-57250,16
219839,625,-6050,11
297463,6250,-41000,13
216052,6250,-7750,12
253610,6250,56000,11
242428,6250,-24000,11
234148,6250,70250,11
225343,6250,95250,9
226645,6250,-45750,10
239931,6250,-25750,9
221616,6250,-36750,8
278813,125,-9430,6
267592,6250,-55000,9
208919,6250,190000,8
222232,6250,74750,6
229269,6250,16500,4
232238,6250,-89250,18
296826,6250,-18750,3
273556,6250,13000,2
275156,6250,-6250,1
290424,6250,-4500,1
207163,6250,-38750,13
231008,125,-9400,8
250622,6250,134750,9
244886,6250,-3000,2
202325,6250,-6250,1
240053,6250,-11250,3
287636,6250,40750,14
222214,6250,3750,3
286868,6250,-9500,2
248395,6250,-28500,13
208819,6250,-6250,1
215863,75,-49970,17
212778,6250,46500,15
281702,6250,-81750,15
250156,6250,-36750,6
246853,6250,-15000,4
204291,6250,-2500,2
237950,625,-9550,5
299780,6250,-6250,1
289334,6250,3000,4
274080,6250,-14750,3
241296,6250,12250,7
254935,6250,130250,16
205107,6250,-37250,14
230640,6250,-6250,1
242482,6250,-26250,11
237182,1250,9000,2
251324,6250,-52500,14
231149,6250,-34500,15
250629,6250,6250,1
288104,6250,18250,7
219129,6250,37000,4
296185,6250,-19000,13
207210,6250,0,4
277203,6250,84750,6
206013,6250,-56000,10
260363,6250,79250,15
293589,6250,-9500,12
220285,6250,-48500,9
293629,125,-9970,9
217447,6250,-26250,5
273494,6250,9500,1
249453,6250,33750,15
290914,6250,-23000,15
265193,6250,-11250,4
251219,6250,65000,9
263637,6250,-1750,11
245110,6250,-27250,10
217822,6250,-34250,10
270531,1250,-24025,13
278636,6250,-23750,4
275076,6250,-11500,3
202398,6250,6750,3
237524,6250,8750,14
229636,6250,-41250,11
236136,6250,98750,17
254013,6250,-28750,12
262094,6250,68250,9
288691,6250,-6250,1
284306,6250,-99750,17
204270,6250,56750,14
238656,625,-47675,12
253742,6250,-9000,5
239127,6250,-6250,1
212414,6250,-37750,13
266429,1250,-47500,10
244379,6250,27500,6
201135,6250,185000,4
270962,6250,13250,13
215008,6250,-43750,16
243943,6250,-12500,2
222649,125,-9470,6
228198,6250,43500,10
229023,6250,10750,8
218502,6250,35250,15
248992,6250,13750,3
205309,6250,-2500,2
218762,6250,30250,18
234035,125,-9500,6
297845,6250,-6250,1
251828,6250,0,2
246041,6250,-38750,12
266918,6250,1250,11
215547,6250,250,9
258979,125,-9900,6
290625,6250,184000,13
239440,6250,-33500,14
245454,6250,96250,15
297972,6250,92750,14
200204,6250,-22500,6
290275,6250,75750,4
281909,6250,34000,8
228908,6250,42250,16
253693,6250,2500,4
249028,6250,-6250,1
299726,6250,17500,2
223185,125,-9970,10
229815,125,-9535,8
217193,625,-9450,8
270029,6250,-47000,16
264346,6250,-11750,2
205595,6250,-26250,5
288512,6250,-41250,13
297210,6250,-2500,2
281392,6250,9500,5
242406,6250,-11750,2
273673,6250,352750,15
255230,6250,-6250,1
273124,6250,-47750,13
273461,125,-9610,7
270032,125,-9750,7
246882,6250,-38500,7
278100,6250,-18750,3
271466,6250,-33000,14
230708,6250,-12500,2
213421,6250,3500,17
238778,6250,-66500,17
272597,6250,-23500,5
261586,6250,-17750,8
290710,6250,18750,6
246276,6250,33750,12
215253,6250,10000,1
218816,6250,54750,4
223720,6250,-4000,3
223890,6250,-1750,1
238255,6250,51000,3
299968,6250,40000,12
216719,6250,-15250,8
252885,6250,-8750,13
276153,6250,130000,11
228438,6250,-28000,6
219800,6250,-35500,13
251168,1250,-45950,12
264318,6250,-43750,7
263034,625,-9375,4
249300,6250,-46500,15
201164,6250,-6250,1
235044,6250,-88500,19
233046,6250,79500,16
295368,6250,-25500,17
228620,6250,161500,16
247438,6250,1250,14
202940,6250,-97250,17
208955,6250,-17000,15
237560,6250,-33250,13
240098,125,-9910,10
220568,6250,12750,11
235496,6250,-38750,12
257386,1250,-47000,9
263431,6250,40500,5
271330,6250,-29750,6
215697,6250,-2500,5
272026,6250,-13750,4
279364,6250,-12500,2
275322,6250,-45500,10
210332,6250,-26250,8
229774,6250,1750,2
267696,6250,-6250,1
233694,6250,-16000,6
214830,6250,-37500,6
252951,6250,-7500,9
252734,6250,-17750,7
247084,6250,-51000,12
291163,6250,-36250,6
245844,45,-9995,12
254481,6250,-12500,2
220688,6250,-46000,16
294336,6250,-25000,4
256627,6250,-6250,1
253934,6250,-30000,7
282695,1250,-5950,13
256441,6250,24500,16
250164,125,-49850,18
270260,6250,-70250,16
224337,6250,102500,13
264398,6250,-33000,12
271606,6250,-42250,10
222383,6250,-34250,7
287627,6250,84750,4
244359,6250,-6250,1
214458,6250,8750,1
225077,75,-9975,14
204455,6250,-4000,13
242013,1250,-44000,10
232529,6250,-11750,2
244586,625,-49375,9
264610,6250,-32500,9
257105,6250,-43750,7
224136,125,-9935,9
221290,6250,-38250,18
224126,625,-49875,12
230151,6250,-6250,1
268712,6250,32000,4
239229,6250,-20000,4
262917,6250,52750,15
289759,6250,-24500,10
203069,6250,56500,4
202010,6250,-8750,10
203728,6250,-55500,11
240208,6250,-30000,5
288580,6250,-6250,1
296311,6250,-74500,15
270133,6250,7000,2
205356,6250,-36250,11
273312,6250,-12250,9
248567,6250,12250,14
268015,6250,82250,10
232187,6250,-28000,16
222017,6250,12000,14
283195,6250,148000,13
206835,6250,-19750,13
217391,6250,-16000,9
220155,6250,31250,5
221447,6250,-6000,6
244977,6250,-1250,1
223161,6250,-24250,5
270404,6250,6250,1
273621,6250,-500,8
216266,6250,-14500,6
262797,6250,19000,18
223733,6250,-12000,16
267641,6250,22000,2
205157,6250,-23000,8
261766,1250,-48750,12
296186,6250,137000,16
273381,6250,-6250,1
220100,6250,-15750,5
200869,6250,-4500,7
274356,125,-9785,13
200975,6250,-37750,8
245987,6250,-25000,6
279176,6250,-28250,5
292941,6250,-45500,11
232099,6250,-17500,8
219089,6250,-27250,10
238692,6250,-19000,12
257033,6250,36250,4
205690,6250,-6250,1
210620,6250,-34500,11
214999,6250,4750,10
263411,6250,-50750,17
250649,6250,-6250,1
256005,6250,-20250,8
269898,1250,-8750,3
242524,6250,-44750,12
239079,6250,-38250,7
211039,6250,10750,18
291057,6250,-28750,17
210330,6250,39500,7
233754,6250,32500,6
212400,6250,-60500,11
220797,6250,-17000,4
214416,6250,-6250,1
280320,6250,-14250,3
224846,6250,-26000,10
266568,6250,1500,8
293877,6250,28500,12
279834,625,-9625,9
254802,6250,200000,17
272981,1250,-7350,2
274405,6250,66250,17
280401,6250,-17500,6
231832,6250,-29000,5
282506,6250,-61750,11
225923,6250,-7250,5
278712,6250,-43750,9
236153,6250,14750,16
224253,6250,-13500,13
295048,6250,-21000,14
287432,1250,-7000,14
236098,6250,-11500,17
209162,6250,-22750,4
230458,6250,218000,11
231474,1250,-7500,2
288734,6250,-86500,17
287045,6250,-56500,17
275284,6250,23500,7
236109,6250,1250,1
299426,6250,-60500,15
268516,6250,-89250,20
295457,6250,6250,12
290743,6250,-46250,8
263364,6250,-48000,8
281411,6250,-25000,4
251408,6250,-13750,9
276746,6250,-56250,19
270778,6250,160000,9
213742,6250,-8000,11
209330,1250,-7250,3
234893,6250,37250,15
263107,125,-9575,6
271283,6250,-6250,1
211527,1250,-6300,5
261536,6250,-45000,9
228052,6250,54750,13
254909,6250,44250,18
204734,6250,-12500,2
210637,6250,2500,6
285258,45,-9940,13
297473,6250,-100500,17
290426,6250,-39500,7
271071,45,-49970,16
270434,6250,-26250,11
238564,1250,-7650,10
209783,6250,-12500,2
245697,6250,-34750,14
229422,6250,-34250,9
263986,6250,-4750,6
228622,6250,32500,15
254595,6250,-64750,17
224132,6250,-40750,12
235521,6250,-28000,11
229996,6250,-53500,10
201538,625,-9950,8
284788,6250,211750,9
256521,6250,-10500,5
207768,6250,-7750,12
294532,6250,-18750,3
245169,6250,-2250,1
247611,6250,-32750,6
265834,125,-9475,16
244930,6250,-82250,18
200598,6250,-18250,15
203769,6250,-29750,7
251923,6250,-37500,10
282499,6250,-18750,3
203413,1250,-6900,4
239806,6250,-43750,8
235352,125,-9900,10
213541,6250,-8750,5
227342,6250,47250,7
201032,1250,-8750,3
279107,1250,-9200,8
223580,6250,-54750,15
253488,6250,-8250,17
202475,6250,-85750,18
285707,6250,-17250,3
280122,6250,-12500,2
212783,6250,47750,11
249133,6250,57000,3
257539,6250,-7450,8
270826,6250,-39000,14
234633,6250,31500,15
228241,6250,-68750,17
215452,6250,-30750,16
297463,6250,-29750,14
253610,6250,49750,12
242428,6250,-30250,12
234148,6250,64000,12
225343,6250,89000,10
221616,6250,-43000,9
267592,6250,-61250,10
208919,6250,186000,9
232238,6250,-95500,19
222423,6250,-6500,3
296826,6250,-25000,4
275156,6250,-12500,2
207163,6250,-35000,14
211591,6250,-16000,3
211895,6250,-6250,1
230932,6250,-39500,11
277853,125,-48745,15
228409,6250,-61750,17
228001,6250,78500,14
223154,125,-9725,9
281782,6250,11500,5
206452,625,-8860,11
279141,6250,-33750,19
236697,6250,-62250,16
261296,6250,-25000,9
204411,6250,-6250,1
202325,6250,-11750,2
240053,6250,-17500,4
245326,6250,-55500,14
253732,6250,78750,17
286868,6250,-15750,3
281702,6250,-68000,16
250156,6250,-40500,7
208819,6250,-12500,2
246853,6250,2750,5
204291,6250,-8750,3
299780,1250,-7500,2
289334,6250,-3250,5
274080,6250,-21000,4
254935,6250,124000,17
205107,6250,-28250,15
230640,6250,-12500,2
242482,6250,-32500,12
231149,6250,-40750,16
252041,6250,-5500,1
288104,6250,15750,8
219129,6250,32250,5
207210,6250,-6250,5
277203,6250,88500,7
206013,6250,-47250,11
260363,6250,76750,16
296185,6250,-25250,14
220285,6250,-47250,10
242254,6250,-31750,10
278966,6250,8250,9
209227,6250,-13250,3
252209,6250,26250,6
202440,6250,500,7
204618,1250,-6750,13
218818,1250,-6000,2
278221,6250,750,7
290914,6250,-29250,16
220889,6250,-6250,1
231309,6250,3750,1
234250,6250,-41500,15
276418,6250,63500,9
251219,6250,58750,10
263637,6250,-8000,12
289940,6250,60750,5
240584,125,-9625,10
297760,625,-9250,6
217822,6250,-40500,11
278636,6250,-30000,5
264512,6250,-10000,2
229636,6250,-47500,12
262094,6250,62000,10
288691,6250,-10000,2
284306,6250,-105000,18
296556,6250,10000,2
247412,6250,-6250,1
299448,6250,-3250,5
212063,6250,-39100,15
204270,6250,50500,15
239127,6250,-7500,2
212414,6250,-44000,14
244379,6250,23250,7
201135,6250,178750,5
266429,1250,-47500,11
215008,6250,-50000,17
229023,6250,4500,9
218502,6250,29000,16
243943,6250,101250,3
215872,6250,-31500,15
239604,6250,-50000,17
212884,6250,-51500,12
243050,6250,11000,9
248753,6250,-26500,6
248992,6250,12000,4
205309,6250,16250,3
218762,6250,29000,19
234035,125,-9500,7
260704,6250,-6250,1
297845,6250,2500,2
251828,6250,23750,3
215547,6250,-6000,10
258979,75,-9975,7
245454,6250,90000,16
244433,1250,-7250,3
297972,6250,88000,15
200204,6250,-28750,7
290275,6250,72500,5
205958,6250,-51750,15
228908,6250,36000,17
253693,6250,1250,5
249028,6250,-12500,2
229815,125,-9660,9
264346,6250,-18000,3
273673,6250,346500,16
255230,6250,-12500,2
229524,6250,37500,4
270032,125,-9875,8
246882,6250,-44750,8
278100,6250,-25000,4
291031,6250,-5500,1
271466,6250,-23500,15
230708,6250,-18750,3
213421,6250,1000,18
238778,6250,-71250,18
272597,6250,-29750,6
290710,6250,12500,7
246276,6250,27500,13
271661,6250,-50250,14
215139,1250,-8320,17
223720,1250,-4000,4
224164,6250,-43500,17
239931,6250,-32000,10
273556,6250,6750,3
299968,6250,33750,13
228438,6250,-34250,7
219800,6250,-41750,14
264318,6250,-11250,8
291726,6250,-58750,13
263034,125,-9410,5
249300,1250,-46500,16
201164,6250,-12500,2
235044,6250,-94750,20
228620,6250,155250,17
247438,6250,-5000,15
202940,1250,-98200,18
237560,6250,-10500,14
257386,1250,-48250,10
279364,6250,-18750,3
229774,6250,-4500,3
267696,6250,-10000,2
233694,6250,-22250,7
214830,6250,-18750,7
252951,6250,-13750,10
270691,6250,-24000,5
212132,6250,9250,8
205820,6250,82500,3
247084,6250,-55000,13
291163,6250,-42500,7
286489,6250,-6500,3
211685,6250,-33000,14
209993,6250,-25500,11
265827,6250,5250,12
226576,6250,53750,6
235801,6250,52000,4
207798,6250,8750,2
254481,6250,-18750,3
220688,6250,-52250,17
294336,6250,-31250,5
256627,1250,-7500,2
253934,6250,-36250,8
256441,6250,18250,17
250164,125,-49975,19
270260,6250,-76500,17
224337,6250,118750,14
287627,6250,78500,5
244359,6250,-10500,2
241072,6250,-49500,11
204455,6250,-10250,14
244586,125,-49500,10
277211,6250,13750,1
287127,6250,70000,1
264610,6250,42500,10
257105,6250,-50000,8
224136,45,-9980,10
221290,6250,-44500,19
224126,75,-49950,13
230151,6250,-12500,2
239229,6250,-23250,5
203069,6250,175250,5
202010,625,-8125,11
203728,6250,-61750,12
288580,6250,-8750,2
296311,6250,-80750,16
205356,6250,-40000,12
273312,6250,-17000,10
268015,6250,76000,11
259165,6250,129000,10
232187,6250,-34250,17
283195,6250,142500,14
206835,6250,-21000,14
208237,6250,131000,5
241626,6250,-30000,6
212790,6250,158750,9
251132,6250,-61250,13
221447,1250,-7250,7
223161,6250,-25500,6
217947,6250,-11500,5
251324,6250,-58750,15
290334,6250,-11250,2
217447,6250,-28750,6
205930,6250,187500,17
299178,6250,62750,16
276904,6250,-22500,11
270070,6250,82000,9
262325,1250,-9400,7
226645,6250,-38500,11
274356,125,-9910,14
292941,6250,-51750,12
219089,6250,-23500,11
238692,6250,-25250,13
232099,6250,-23750,9
205157,6250,-29250,9
200869,1250,-5750,8
216266,6250,-20750,7
220100,6250,-22000,6
257033,6250,30000,5
273381,6250,-12500,2
205690,6250,-10000,2
262797,6250,12750,19
210620,6250,-40750,12
263411,6250,-56250,18
256611,6250,-6250,1
221467,6250,-1250,1
214099,6250,4500,1
250649,6250,-12500,2
265193,6250,-17500,5
200573,1250,-4675,13
269898,625,-9125,4
263661,6250,-13250,3
270531,6250,-23025,14
287636,6250,34500,15
296697,6250,-48500,16
293589,6250,48000,13
238979,6250,11250,21
222232,6250,68500,7
267855,6250,-6250,1
233102,6250,-38500,16
212778,6250,46500,16
278788,6250,-19250,4
211039,6250,4500,19
237367,6250,-48350,15
241641,6250,-35750,7
253930,6250,-40750,7
250629,6250,0,2
291057,6250,-12500,18
256242,6250,-80750,19
229624,6250,15250,9
200466,6250,15000,3
253478,6250,-6250,1
206596,6250,-28750,7
202398,6250,1250,4
212400,6250,-63750,12
214416,6250,-12500,2
266918,6250,-5000,12
222214,6250,-2500,4
229269,6250,20250,5
261374,6250,-6250,1
220797,6250,-23250,5
260838,6250,-6250,1
221078,125,-48980,18
279834,125,-9750,10
254802,6250,193750,18
274405,6250,62500,18
273124,6250,-54000,14
280401,6250,-23750,7
231832,6250,-33750,6
242406,6250,-18000,3
266613,1250,-4750,11
282506,6250,-68000,12
278712,6250,-50000,10
215253,6250,3750,2
284384,625,-9675,9
236153,6250,83500,17
245231,125,-49700,16
254013,6250,-35000,13
211038,6250,-4750,1
246041,6250,-35000,13
239440,6250,-39750,15
207379,625,-9650,14
219839,1250,-2300,12
216052,6250,-14000,13
278813,125,-9530,7
249453,6250,29750,16
290424,1250,-5750,2
231008,125,-9425,9
255393,6250,-6250,1
272026,6250,-20000,5
270962,6250,19500,14
248395,6250,-27250,14
224253,6250,-19750,14
295048,6250,-25000,15
287432,1250,-8250,15
236098,6250,7250,18
250622,6250,128500,10
249208,6250,-6250,1
244886,6250,-9250,3
273494,6250,70750,2
275076,6250,-17750,4
271606,6250,-46000,11
209162,6250,-29000,5
230458,6250,211750,12
231474,1250,-8750,3
287045,6250,-62750,18
275284,6250,17250,8
238255,6250,44750,4
209523,6250,-3750,1
220568,6250,6500,12
210332,6250,-32500,9
281909,6250,27750,9
299726,6250,14250,3
237950,125,-9625,6
220155,6250,28000,6
237182,6250,2750,3
245110,6250,-33500,11
278364,6250,15000,1
237524,6250,2500,15
236136,6250,92500,18
252885,6250,-15000,14
253742,6250,-15250,6
291578,6250,-6250,1
241296,6250,23500,8
262917,6250,46500,16
289759,6250,-25750,11
240208,6250,-31250,6
295368,6250,-31750,18
245987,6250,-31250,7
228198,6250,37250,11
205595,6250,-32500,6
232919,6250,4500,1
288512,6250,-46750,14
261586,6250,-22750,9
289372,6250,25250,1
296186,6250,133750,17
214458,6250,2500,2
248497,6250,-6250,1
268516,6250,-94250,21
281411,6250,-31250,5
238656,1250,-48925,13
216719,6250,-21500,9
233046,6250,83250,17
234893,6250,32250,16
270029,6250,-52500,17
275322,6250,-51750,11
251408,6250,-20000,10
252734,6250,181000,8
210330,6250,64000,8
263431,6250,40500,6
222649,125,-9595,7
281392,6250,83750,6
218816,6250,54500,5
279176,6250,-34500,6
209330,1250,-8500,4
297210,6250,-8750,3
270404,6250,10500,2
284493,6250,-3250,1
290625,6250,177750,14
264398,6250,-39250,13
222383,6250,-40500,8
280320,6250,-20500,4
232529,6250,-18000,3
223890,6250,-8000,2
222334,6250,10250,1
248567,6250,17250,15
235496,6250,-45000,13
217193,125,-9495,9
273461,125,-9510,8
263107,125,-9700,7
271330,6250,-33500,7
270133,6250,750,3
276153,6250,123750,12
251168,1250,-47200,13
217391,6250,-22250,10
273621,6250,-6750,9
256005,6250,-26500,9
267641,6250,125750,3
251015,6250,-5000,1
282695,1250,-6150,14
208955,6250,-22500,16
240098,75,-9985,11
242013,1250,-44500,11
200975,6250,-31500,9
239079,6250,-44500,8
268712,6250,25750,5
215697,6250,-8750,6
273465,6250,-6250,1
200010,6250,93750,1
299700,6250,-4750,1
223733,6250,-18250,17
222017,6250,5750,15
299426,6250,-66750,16
242524,6250,-46500,13
214999,6250,-1500,11
261766,625,-48125,13
244977,6250,-7500,2
270699,6250,-6250,1
241885,6250,-6250,1
224846,6250,-24250,11
266568,6250,5250,9
293877,6250,24750,13
290605,6250,-6250,1
233754,6250,26250,7
288734,6250,-92750,18
231882,6250,-6250,1
271283,6250,-12500,2
276746,6250,-61750,20
270778,6250,153750,10
252658,6250,-6250,1
261536,6250,-25750,10
204734,6250,12750,3
236109,6250,-5000,2
203014,6250,-1250,1
210637,6250,-3750,7
272981,1250,-8600,3
297473,6250,-106750,18
290426,6250,-45750,8
213742,6250,-5500,12
238564,1250,-8900,11
209783,6250,-18750,3
245697,6250,-37250,15
263986,6250,-11000,7
254595,6250,-71000,18
224132,6250,-47000,13
223768,6250,9500,1
225923,1250,-7500,6
244930,6250,-88500,19
235352,75,-9875,11
201538,45,-9895,9
263364,6250,-53500,9
256521,6250,-16750,6
247611,6250,-39000,7
294532,6250,-22500,4
282499,6250,-25000,4
255914,6250,-6250,1
291556,6250,-3250,1
239806,6250,-46250,9
251623,6250,-6250,1
269595,6250,-6250,1
295457,6250,0,13
226566,6250,-6250,1
200521,6250,-4750,1
290743,1250,-45500,9
201032,625,3125,4
289179,6250,-6250,1
228052,6250,48500,14
239247,6250,48750,1
270434,6250,-31750,12
238057,6250,-6250,1
216483,6250,-4000,1
241124,6250,-6250,1
247018,6250,-4750,1
251923,6250,-43750,11
213541,6250,-15000,6
279107,625,-9825,9
253488,6250,-13250,18
202475,6250,-85500,19
212783,6250,44000,12
285707,6250,-22000,4
280122,6250,-17250,3
276803,6250,31500,1
257539,1250,-8700,9
270826,6250,-35250,15
215452,6250,-35750,17
253610,6250,68500,13
242428,6250,-35750,13
234148,6250,63750,13
225343,6250,82750,11
221616,6250,-49250,10
229422,6250,-40500,10
254909,6250,38000,19
284788,6250,208500,10
245169,6250,-8500,2
232238,6250,-81750,20
222423,6250,-12750,4
251011,6250,-6250,1
296826,6250,88750,5
275156,6250,-18750,3
211591,6250,-14750,4
211895,6250,-2500,2
230932,6250,-45750,12
227342,6250,41000,8
281782,6250,5250,6
279141,6250,-40000,20
261296,6250,-31250,10
204411,6250,-12500,2
240053,6250,-23750,5
245326,6250,-61750,15
267592,6250,-67500,11
229996,6250,-58250,11
289334,6250,-9500,6
274080,6250,-27250,5
204291,6250,-14250,4
286868,6250,-22000,4
208819,6250,-18750,3
299780,1250,-8750,3
221781,6250,-6250,1
267554,6250,-6250,1
211527,1250,-7250,6
254935,6250,119000,18
200598,6250,-24500,16
203769,6250,-36000,8
225566,6250,-6250,1
265834,125,-9550,17
285258,45,-9985,14
207768,6250,-4000,13
235521,6250,-33000,12
203413,1250,-8150,5
293269,6250,-6250,1
293697,6250,-6250,1
228622,6250,26250,16
254822,6250,-6250,1
223580,6250,-61000,16
230640,6250,-18750,3
242482,6250,-23750,13
231149,6250,-47000,17
281377,6250,-6250,1
206602,6250,-6250,1
256719,6250,-6250,1
278263,6250,-4750,1
249133,6250,50750,4
234633,6250,25250,16
295547,6250,-6250,1
207210,6250,-12500,6
296185,6250,-26500,15
242254,6250,-38000,11
209227,6250,-19500,4
249451,6250,-6250,1
202440,6250,-5750,8
204618,1250,-8000,14
218818,1250,-7250,3
278221,6250,-5500,8
290914,6250,-35500,17
220889,6250,-8000,2
276418,6250,57250,10
251219,6250,57500,11
263637,6250,15750,13
240584,125,-9725,11
217822,6250,-46750,12
278636,6250,-33250,6
264512,6250,-16250,3
229636,6250,-53750,13
246853,6250,-3500,6
228241,6250,-75000,18
262094,6250,55750,11
247412,6250,-12500,2
299448,6250,-9500,6
212063,6250,-45350,16
204270,6250,44250,16
212414,6250,-50250,15
201135,6250,174000,6
215008,6250,-55000,18
229023,6250,-1750,10
218502,6250,22750,17
234348,6250,-6250,1
228409,6250,-68000,18
239604,6250,-56250,18
212884,6250,-57750,13
243050,6250,131000,10
248753,6250,-30250,7
260704,1250,-7500,2
215547,6250,17750,11
245454,6250,231250,17
244433,1250,-8500,4
200204,6250,-35000,8
228908,6250,29750,18
249028,6250,-18750,3
